	Podcast Name	Hosts	feedURL	imageURL	categories	keywords	cleaner	description
11	The Rubin Report	['Dave Rubin']	https://rss.art19.com/the-rubin-report	https://dfkfj8j276wwv.cloudfront.net/images/26/c5/8b/5a/26c58b5a-3265-47af-baa3-8fcb03552e8b/1667b2b70b03d6be83ea88721bba31e5a3b1163b34be18d15dc871ab51ec406353f7fa688c37e521bd87211ad78acc268c0cc7b860c196b611674f2dd0b3786e.jpeg	['News & Politics', 'Comedy', 'Society & Culture']	world news,real time,political news,bill maher,the daily show,the rubin report,political comedy,Rubin Report ,Interview Politics,Dave Rubin,news channel,Talk Show,political correctness,joe rogan,celebrity,breaking news,free speech,current events,technology,entertainment,news	clean_dave_rubin	"
      Care about free speech? Tired of political correctness? Like discussions about big ideas? Watch Dave Rubin on The Rubin Report. Real conversations, unfiltered rants, and one on one interviews with some of the most interesting names in news and entertainment. Comedians, authors, and influencers join Dave each week to break down the latest in politics and current events. Real people, real issues, real talk.
New episodes every Friday!
    "
12	Comedy Bang Bang	['Scott Aukerman']	http://rss.earwolf.com/comedy-bang-bang	https://dfkfj8j276wwv.cloudfront.net/images/9f/09/33/49/9f093349-89d6-436b-ad97-1e6de2bc95e4/f5549c7f8f4b94c14765e5d186cbd701a8e30673abe6afc4cd8d3e3280a60b403371cc6c53dd99c5a96c091f5d8f052a7034d3f1c3532078a7b494b62094ce0f.jpeg	['Comedy']		clean_comedy_bang	"Join host Scott Aukerman (""Comedy Bang! Bang!"" on IFC, ""Mr. Show"") for a weekly podcast that blends conversation and character work from today's funniest comedians. While Scott begins by traditionally interviewing the celebrities, the open-door policy means an assortment of eccentric oddballs can pop by at any moment to chat, compete in games, and engage in comic revelry. With all that, and regular bonus episodes, we bet your favorite part will still be the plugs!
Looking for the archives? All episodes older than 6 months can be found exclusively on Stitcher Premium, ad-free. Go to stitcher.com/premium and use promo code EARWOLF for 1 month free (and $5 off the annual plan!)"
13	H3 Podcast	['Ethan Klein']	http://h3h3roost.libsyn.com/rss	http://static.libsyn.com/p/assets/4/4/3/c/443cb5e4b2df7938/NEW_Podcast_Logo_SQUARE.png	['Comedy']	comedy,entertainment,ethan,ethanklein,h3,h3h3,h3h3productions,h3podcast,hila,hilaklein,interview,klein	clean_h3	The official podcast of comedians Ethan & Hila Klein of h3h3productions.
14	WTF with Marc Maron Podcast	['Marc Maron']	http://wtfpod.libsyn.com/rss	http://static.libsyn.com/p/assets/6/c/a/3/6ca38c2fefa1e989/WTF_-_new_larger_cover.jpg	['Comedy', 'Arts', 'Performing Arts', 'TV & Film']		clean_marc_maron	Comedian Marc Maron is tackling the most complex philosophical question of our day - WTF? He'll get to the bottom of it with help from comedian friends, celebrity guests and the voices in his own head.
15	The Church of What's Happening Now: With Joey Coco Diaz	['Joey Diaz']	http://thechurchofwhatshappeningnow.libsyn.com/rss	http://static.libsyn.com/p/assets/0/9/2/b/092b6071107e1f7d/itunes.jpg	['Comedy']	comedy,diaz,joey,music	clean_joey_diaz	The Church Of What's Happening Now With: Joey Coco Diaz is a twice-weekly podcast hosted by Comedian Joey Coco Diaz along with his co-host Lee Syatt. Joey doesn't hold anything back and let's you know exactly what's on his mind. Joey and Lee are joined by one of Joey's friends, Comedians, Actors, Writers and Director's to name a few. We look forward to having you as a member of The Church.
16	Your Mom's House with Christina P. and Tom Segura	['Tom Segura', 'Christina Pazsitzky']	http://feeds.feedburner.com/YourMomsHouseWithChristinaPazsitzkyAndTomSegura	http://static.libsyn.com/p/assets/f/a/9/9/fa99383b96617676/YMH_ATCcover_1.jpg	['Comedy']	tom,segura,christina,pazsitzky,dry,sarcastic,philosophy,wipe,dumps,coffee,teeth,dental,dudes,balls,gay,fart	clean_your_moms_house	Christina Pazsitzky and Tom Segura are comedians who are also married. They are the Mommies and they welcome you to join them. Dental updates! Dudes! Stories! Wiping!
17	Harmontown	['Dan Harmon']	http://feeds.feedburner.com/HarmontownPodcast	https://dfkfj8j276wwv.cloudfront.net/images/89/a3/a0/38/89a3a038-05d1-494d-b1e1-0c4767fccdd8/675f78e08433fc7acfa1d068f9455065988e39d6676f6570e99b295f832fe96c8a6df5bb8d06873a33266c5f66b47cce870543d99e9bf3e7d88d780d6475a373.jpeg	['Comedy']		clean_harmontown	Self destructive writer Dan Harmon claims he will one day found a colony of like-minded misfits. He’s appointed suit-clad gadabout Jeff Davis as his Comptroller and bearded dreamboat Spencer Crittenden as his Dungeon Master. It’s like a neurotic town hall meeting, often with alcohol and famous people.
18	Freedomain Radio with Stefan Molyneux	['Stefan Molyneux']	http://feeds.feedburner.com/FreedomainRadioVolume6	http://www.freedomainradio.com/images/xmlfeed/iTunes_Podcast_Avatar_Latest.png	['News & Politics', 'Education/Higher Education', 'Religion & Spirituality', 'Society & Culture/Philosophy', 'Society & Culture/History', 'News & Politics', 'Education', 'Higher Education', 'Religion & Spirituality', 'Society & Culture', 'Philosophy', 'Society & Culture', 'History']	state,god,family,atheism,atheist,anarchy,anarchism,government,freedomain,libertarian,podcast,podcasts,radio,stefan,stephen,stephan,molyneux,violence,philosophy,history,economics,classical,liberalism,capitalism,freedom,free,market,joe,rogan,ron,paul	clean_stefan_molyneux	The logic of personal, philosophical and political freedom
19	Econtalk	['Russ Roberts']	http://files.libertyfund.org/econtalk/EconTalk.xml	http://files.libertyfund.org/econtalk/EconTalkCDcover1400.jpg	['Education', 'Higher Education', 'Science & Medicine', 'Social Sciences', 'Business']		clean_econtalk	EconTalk is an award-winning weekly talk show about economics in daily life. Featured guests include renowned economics professors, Nobel Prize winners, and exciting speakers on all kinds of topical matters related to economic thought.  Host Russ Roberts, of the Library of Economics and Liberty and the Hoover Institution, draws you in with lively guests and creative repartee.  Topics include health care, business cycles, economic growth, free trade, education, finance, politics, sports, book reviews, and the curiosities of everyday decision-making. Look for related readings and the complete archive of previous shows at EconTalk.org, where you can also comment on the podcasts and ask questions.
20	Real Time with Bill Maher	['Bill Maher']	http://billmaher.hbo.libsynpro.com/rss	http://static.libsyn.com/p/assets/a/0/6/1/a061ceb8595319af/billmaher_logo1400.jpg	['News & Politics']	time,news,real,politics,bill,jokes,with,maher,overtime	clean_bill_maher	Download and watch full episodes of Real Time with Bill Maher including his New Rules and Overtime segments with his guest panelists. New episodes of Real Time with Bill Maher air Fridays at 10, only on HBO.
21	You Made It Weird with Pete Holmes	['Pete Holmes']	http://feeds.feedburner.com/YouMadeItWeird	http://static.libsyn.com/p/assets/c/9/6/4/c96469ee482d87aa/YMIW_logo.jpg	['Comedy', 'Society & Culture', 'Health', 'Self-Help']	peteholmes	clean_pete_holmes	Everybody has secret weirdness, Pete Holmes gets comedians to share theirs.
22	Anna Faris Is Unqualified	['Anna Faris']	http://annafarisisunqualified.libsyn.com/rss	http://static.libsyn.com/p/assets/c/1/6/e/c16e77f29f309dce/Podcast_Cover_Artwork.jpg	['Comedy', 'Society & Culture', 'Personal Journals', 'TV & Film']	annafaris,annafarispodcast,unqualifed	clean_anna_faris	I am a solid 3.4 student with a major in English from the University of Washington. I've also been asked what my SAT score was and it was 1060. It only took five years of dorm/rave life for me to accrue the life knowledge I have received. I’m a Sagittarius, which means I’m super creative and stubborn; but there are walls I need to break down because I always want to leap over the boundaries that make me climb ladders and roofs. I’m agreeable and delightful. I also have incredible leadership skills and following abilities. And, I have 20/20 vision so I’m an eagle eye. I could not love all of you more and please e-mail me at www.unqualified.com with your pressing relationship questions.
23	Armchair Expert with Dax Shepard	['Dax Shepard']	https://rss.simplecast.com/podcasts/4123/rss	https://media.simplecast.com/podcast/image/4123/1517966385-artwork.jpg	['Comedy', 'TV & Film', 'Music']	armchair expert, dax shepard, armchair expert with dax shepard	clean_dax_shepard	Hi, I’m Dax Shepard, and I love talking to people. I am endlessly fascinated by the messiness of being human, and I find people who are vulnerable and honest about their struggles and shortcomings to be incredibly sexy. I invite you to join me as I explore other people’s stories. We will celebrate, above all, the challenges and setbacks that ultimately lead to growth and betterment. What qualifies me for such an endeavor? More than a decade of sobriety, a degree in Anthropology and four years of improv training. I will attempt to discover human “truths” without any laboratory work, clinical trials or data collection. I will be, in the great tradition of 16th-century scientists, an Armchair Expert.
24	Fitzdog Radio	['Greg Fitzsimmons']	http://feeds.feedburner.com/FitzdogRadio	http://static.libsyn.com/p/assets/c/a/2/0/ca20a50bab0ab60a/FitzDog-Podcast-Art300.jpg	['Comedy']	comedy,comics,fitzsimmons,greg,howard,radio,siriusxm,standup,stern	clean_grapefruit_simmons	Fitzdog Radio! A place where Greg can continue his Sirius / XM Show on Howard 101, and give you more interview time with the guest, and more funny.
25	Tin Foil Hat With Sam Tripoli	['Sam Tripoli']	http://feeds.soundcloud.com/users/soundcloud:users:26726895/sounds.rss	http://i1.sndcdn.com/avatars-000318107190-ct1zbx-original.jpg	['Comedy']		clean_sam_tripoli	Welcome to Tin Foil Hat (My Conspiracy Theory Podcast)feed!  Please order my new album The Diabolical on iTunes at https://itun.es/us/u6ZLhb!
26	Alison Rosen Is Your New Best Friend	['Alison Rosen']	http://ariynbf.libsyn.com/rss	http://static.libsyn.com/p/assets/9/6/e/0/96e0d3a1dc828eca/Alison_Cover_Art_V04_-01bf_violet_sm.jpg	['Comedy']		clean_alison_rosen	"A twice weekly podcast hosted by veteran interviewer and everyone's new best friend Alison Rosen featuring surprisingly honest conversations that are equal parts silly, serious, revelatory and sometimes involving a sombrero. Plus an eternal quest to find out if that thing you think or do is normal in a segment called ""Just Me or Everyone?"" "
27	Tangentially Speaking with Christopher Ryan	['Christopher Ryan']	http://tangent.libsyn.com/rss	http://static.libsyn.com/p/assets/b/0/8/e/b08ee47c18c371a7/drchrisryanpodcast1389127900.jpg	['Arts', 'Society & Culture']	christopherryan,sexatdawn,tangentiallyspeaking	clean_chris_ryan	Tangentially Speaking is dedicated to the idea that good conversation is spontaneous, organic, revelatory, and free to go down unexpected paths with unexpected people. Come hang with comics, porn stars, bank robbers, drug smugglers, scientists, authors, and world travelers.
28	How Did This Get Made?	['Paul Scheer', 'June Diane Raphael', 'Jason Mantzoukas']	http://rss.earwolf.com/how-did-this-get-made	https://dfkfj8j276wwv.cloudfront.net/images/1c/74/3b/e9/1c743be9-1820-49ad-b13c-f8554a37698f/ec7e4935400484879bef5009764cce98bf015f3f314369b3962409886a36b6065cc46d7d434c07c1966864e267505f8911d8f00331ace1b9368bc9f770578554.jpeg	['Comedy']		clean_hdtgm	Have you ever seen a movie so bad that it's amazing? Paul Scheer, June Diane Raphael and Jason Mantzoukas want to hear about it! We'll watch it with our funniest friends, and report back to you with the results.
29	The Todd Glass Show	['Todd Glass']	http://toddglassshow.libsyn.com/rss	http://static.libsyn.com/p/assets/5/6/1/0/5610162170129e01/toddlogo.jpg	['Comedy']	toddglass	clean_todd_glass	Todd Glass has his very own show! He brings on his funny friends and they talk about whatever they want. And, of course, there are bits!
30	Dumb People Town	['Jason Sklar', 'Randy Sklar', 'Daniel Van Kirk']	http://feeds.feedburner.com/DumbPeopleTown	https://dfkfj8j276wwv.cloudfront.net/images/d1/f0/9e/47/d1f09e47-98ee-4a81-a842-0a5b02e09873/c09de8c8847d3461cd5665c0556ae2c5e076db7996f9e17c492391b905c6569e0a870b2763313797cd6a7690d6a57e78275313185242280ba0dd0fe36950fac9.jpeg	['Comedy', 'Society & Culture', 'News & Politics']	feral audio,Adam Carolla,Earwolf,Sklarbro Country,sklarbro,Sklarbro County,Dan Van Kirk,Jason Sklar,Dumb People Town,news,Randy Sklar,sklar brothers	clean_dumb_people_town	It’s as much an exploration as it is a celebration of dumb people doing dumb things (often in Florida). With Daniel Van Kirk, Randy Sklar, and Jason Sklar.
31	Doug Loves Movies	['Doug Benson']	http://feeds.feedburner.com/DougLovesMovies	https://dfkfj8j276wwv.cloudfront.net/images/82/2f/79/e8/822f79e8-722d-4a6b-8647-8cc9741e87a9/f933e361a2ab293aa85d74f63a4ea343522012cae57c6efa04c518b09d5ad28201c3312b452e93b09b6e349f33b211553dedcf0b7ab4da2702d3680700b416ec.jpeg	['Comedy', 'TV & Film']	DLM	clean_doug_loves_movies	"
      Comedian Doug Benson (Super High Me, Last Comic Standing) invites his friends to sit down and discuss his first love: movies!
    "
32	Getting Doug with High	['Doug Benson']	https://feeds.megaphone.fm/JSH3263641959	http://static.megaphone.fm/podcasts/40d5b304-bb47-11e7-9b72-cb2def99ce30/image/ItunesCover2.jpeg	['Comedy']		clean_getting_doug_with_high	"Doug Benson, of the ""Doug Loves Movies"" podcast, and ""Super High Me,"" hosts a talk show where each week he and his guest will get super you-know-what. And then anything can happen. Probably some giggling. Go to YouTube.com/DougBenson for new shows - audio episodes will release here the day after it goes live. C'mon, let's get Doug!"
33	Who Charted?	['Howard Kremer', 'Kulap Vilaysack']	http://rss.earwolf.com/who-charted	https://dfkfj8j276wwv.cloudfront.net/images/4b/cb/49/e0/4bcb49e0-21f1-4c91-a32d-1fcc9aaf7cea/2d71321d1eb0408a42003caf2addf797c7a613b8f59399cd3941e0c5d597d559b3bbc6ebe80da127b9f77e51c5e26dc0501c2e204960efbde7516de7b8379ccf.jpeg	['Comedy']		clean_who_charted	Howard Kremer brings on some of your favorite comedians to discuss the top 5 songs and movies of the week. Plus, Howard, the guests and Who Charted crew each bring a new song that they recommend over all the garbage on the charts. Looking for the archives? All episodes older than 6 months can be found exclusively on Stitcher Premium, ad-free. Go to stitcher.com/premium and use promo code EARWOLF for 1 month free (and $5 off the annual plan!)
34	The Indoor Kids with Kumail Nanjiani and Emily V. Gordon	['Kumail Nanjiani', 'Emily V. Gordon']	http://theindoorkids.libsyn.com/rss	http://static.libsyn.com/p/assets/0/5/c/8/05c8dcb6a18e64c7/IK_logo.jpg	['Comedy', 'Games & Hobbies', 'Video Games']	comedy,emilyvgordon,games,kumail,kumailnanjiani,nanjiani,nerdist,video	clean_the_indoor_kids	The Indoor Kids isn't just about video games, but it isn't not about video games. The Indoor Kids is all about the kind of lifestyle you have to lead in order to be a proper Gamer, capital G. Join hosts Kumail Nanjiani and Emily V. Gordon as they take a journey from childhood Shinobi obsessions, up through the best and worst video game adaptations of movies. Grab your Energy Swords(Mountain Dew liter bottles)!
35	Comedy Film Nerds	['Graham Elwood', 'Chris Mancini']	http://comedyfilmnerds.libsyn.com/rss	http://static.libsyn.com/p/assets/c/f/6/7/cf67b16af95c5dd6/ComedyFilmNerds_ATC.jpg	['Comedy', 'TV & Film', 'Arts', 'Visual Arts']	chris,comedians,comedy,elwood,film,graham,mancini,movie,nerds,reviews	clean_comedy_film_nerds	Movie reviews by stand-up comics and filmmakers Graham Elwood and Chris Mancini
36	The Champs with Neal Brennan + Moshe Kasher	['Neal Brennan', 'Moshe Kasher']	http://thechamps.libsyn.com/rss	http://static.libsyn.com/p/assets/b/e/7/4/be743cc736d9e060/Champs_ATCcover2.jpg	['Comedy', 'Arts', 'Performing Arts', 'TV & Film']		clean_the_champs	Neal Brennan (Chappelle's Show), and Moshe Kasher (Chelsea Lately) welcome a different (black) guest every week to the podcast to discuss stupid things in a stupid way.
37	Julian Loves Music	['Julian McCullough']	http://feeds.feedburner.com/JulianLovesMusic	https://dfkfj8j276wwv.cloudfront.net/images/57/3d/08/52/573d0852-23e1-4b73-91fb-87921f41f549/40acc1a120d790aa6e5aea5547f7ae933592ac9783c0fd29b2cb7f832d4d2886319e4b1d9b6da1b2ad1cfda1044d340abc0462e35b35f3b9f7beac602d3fbb87.jpeg	['Comedy', 'Music']	comedy,Music	clean_julian_loves_music	"
      In the grand showbiz tradition of ripping off what works to make millions of his own dollars, comedian Julian McCullough (This American Life, The Tonight Show, @midnight) has taken the hugely popular DOUG LOVES MOVIES podcast and made JULIAN LOVES MUSIC. Do you love music and comedy? Does Billy Joel's music fill you with rage? You'll love JULIAN LOVES MUSIC!
    "
38	Canceled	['Chris Cubas']	https://chriscubas.podbean.com/feed/	http://deow9bq0xqvbj.cloudfront.net/image-logo/726722/CanceledLogo.jpg	['Comedy']		clean_chris_cubas	Comedian Chris Cubas hosts a discussion about TV shows that lasted one season or less.
39	Stand By Your Band	['Thomas Thakkar', 'Tommy McNamara']	http://standbyyourband.podomatic.com/rss2.xml	https://assets.podomatic.net/ts/53/5a/a7/tomathakkar/pro/1400x1400_12053959.jpg	['Comedy']	tom,thakkar,tommy,mcnamara,comedy,music,guilty,pleasure,bands,coldplay,dave,matthews,band,john,mayer,barenaked,ladies	clean_thomas_thakkar	Tom Thakkar and Tommy McNamara talk about the bands that Pitchfork attacks and your friends make fun of. The comics have on guests who love a band that everyone seems to hate, and together they give that band a fair chance.
40	Truth & Iliza	['Iliza Shlesinger']	https://rss.art19.com/truth-iliza	https://dfkfj8j276wwv.cloudfront.net/images/bd/e2/6e/62/bde26e62-29a3-4774-8c29-875c60d33a43/e410a837f6ef34ff1bc0960bdbbffd2da5498cf9922ec45f21d987009f6df0de840a9f1e6a901e6fb56a71b3881288fb78c5ec2b305e29fb29516d462a6d8443.jpeg	['Comedy', 'Business', 'News & Politics']	comedy,Iliza Shlesinger,politics	clean_iliza	"
      Henry Rollins once said ""Nothing brings people together more than mutual hatred""- and Iliza Shlesinger believes that. It's the driving force behind war, political movements, and trickling all the way down to a really good cat fight on an episode of Real Housewives. Iliza believes that there is too much positivity in the world and we all get excited for things that make us happy for moments, but ultimately fade. ""Truth and Iliza"" believes that anger lasts longer than love; and sometimes anger can create a beautiful thing. Join Iliza Shlesinger and her friends talk about all the things that bother them on ""Truth and Iliza"" every week!
    "
