	name	hosts	imgurl	categories	description	percent_unique	num_guests	num_unique	avg_day_diff	active	premier	avg_ep_lengths	cat_bias	hub_leader_score	bt_diff_leader_score	close_rank	bt_rank	degree_rank
133	Allegedly with Theo Von & Matthew Cole Weiss	['Theo Von', 'Matthew Cole Weiss']	http://i1.sndcdn.com/avatars-000200383338-sqqr92-original.jpg	['Comedy']	"Two totally opposite friends – comedian Theo Von and filmmaker/journalist Matt Cole Weiss -- compete to see who has better “alleged"" tales of celebrities, hilarity, trauma, dating, success and failure from their years living in Hollywood. Points will be given, winners will be chosen and careers will be altered forever…allegedly."	53.8	143	77	7.4	True	2015-07-21 18:55:32	00:55:57	6.1	0	0	42	46	43
134	This Life #YOULIVE With Dr Drew	['Dr. Drew', 'Bob Forrest']	http://static.libsyn.com/p/assets/4/7/4/d/474d2c1b207716d0/this_life_podcast_-_itunes_album_art_-_1500x1500.jpg	['Health', 'Sexuality', 'Fitness & Nutrition']	"Dr. Drew  and Rehab Bob Forrest from MTV's Celebrity Rehab talk about ""This Life"" with featured guests. Also introducing the exciting and new video channel offshoot, ""This Life #YOULIVE""  podcast available at youtube/Drdrew and Facebook/Drdrew featuring the previous KROQ Loveline co-host Mike Catherwood who is the current partner on KABC AM 790 Midday Live podcast. Go to  Drdrew.com for current shows and the collection of all Dr. Drew podcasts. "	67.0	97	65	6.2	True	2016-05-23 19:29:31	01:04:23	10.7	0	0	64	80	64
135	With Friends Like These	['Ana Marie Cox']	https://dfkfj8j276wwv.cloudfront.net/images/03/ff/ae/eb/03ffaeeb-1c01-4fe1-9793-b61f4ad2b012/def210f885d1f4a2f2c141749edff2d530e53acb1aa8057d4b1e05ff995c842a790f185a236bb1e86ddf1f5afdbedf0257601701f44f8a1af754495cd22101d9.jpeg	['News & Politics', 'Society & Culture']	"
      Ana Marie Cox, political columnist and culture critic, sits down with liberals and conservatives, pastors, writers, activists, and other people you should know for an open, funny, in-depth conversation about what divides us - a show about listening instead of arguing.
    "	70.8	48	34	5.4	True	2017-07-07 07:01:00	01:09:59	78.7	0	0	134	83	139
136	The Axe Files with David Axelrod	['David Axelrod']	https://dfkfj8j276wwv.cloudfront.net/images/0e/5b/88/dc/0e5b88dc-3ca0-4888-bded-d82bff9d7f96/59ca6499223774bbd5fe55cafe24e025b5121e15488933444e407af5aad1897a41c7bc8ed03632cdc2383592aa5de9dd4eb4a80f7178ac60eebd35a2a07a42b9.jpeg	['News & Politics']	"
      David Axelrod, the founder and director of the University of Chicago Institute of Politics, brings you The Axe Files, a series of revealing interviews with key figures in the political world. Go beyond the soundbites and get to know some of the most interesting players in politics.
    "	69.6	247	172	4.0	True	2015-09-28 22:59:52	01:00:11	34.5	0	0	129	92	130
137	Politically Re-Active with W. Kamau Bell & Hari Kondabolu	['W. Kamau Bell', 'Hari Kondabolu']	https://dfkfj8j276wwv.cloudfront.net/images/d1/ea/52/49/d1ea5249-4a4c-4f76-935d-dff474fcda12/d5065446f1cef2e691120a8733bb523b7b039a66c7f952a301a06eafd1e560ba36abccb1ee33076032093678a508edd22b6996425554b7c1dcfa0cba1ce8cd35.jpeg	['News & Politics']	"
      How do we survive in the age of Trump? Kamau and Hari are here for you. In season 2 of Politically Re-Active, comedians and longtime friends W. Kamau Bell and Hari Kondabolu navigate the dumpster fire that is the US political landscape. The hosts answer questions and separate fact from fake news with help from today’s most fascinating artists, activists, writers, journalists and political thinkers. Join Kamau and Hari as they discuss how to move forward, how to be an active part of the resistance, and how to stay joyful in the face of the unknown. Don’t “hold up, wait a minute” - subscribe today.

    "	66.7	33	22	20.1	True	2016-06-29 04:00:00	00:55:19	20.0	0	0	147	71	148
138	The James Altucher Show	['James Altucher']	http://static.libsyn.com/p/assets/b/4/6/3/b463232a6b0b641c/James-Altucher-iTunes.jpg	['Business', 'Investing', 'Health', 'Self-Help']	"James Altucher is a successful entrepreneur, investor, board member, and the writer of 11 books including the recent WSJ Bestseller, ""Choose Yourself!"" (foreword by Dick Costolo, CEO of Twitter).

He has started and sold several companies for eight figure exits. He's on the board of a billion revenue company, has written for The Financial Times, The New York Observer, and over a dozen popular websites for the past 15 years. He's run several hedge funds, venture capital funds, and is a successful angel investor in technology, energy, and biotech.

He has also lost all his money, made it back, lost it, made it back several times and openly discusses how he did it in his columns and books."	54.5	275	150	4.4	True	2014-01-23 19:16:00	01:07:17	12.2	0	0	32	10	33
139	Bulletproof Radio	['Dave Asprey']	https://dfkfj8j276wwv.cloudfront.net/images/68/ff/3c/56/68ff3c56-288b-462a-b0d7-b11f18a0e6f9/1ca0b29aff230c5c2893f8b40b5f7ab06f9a381c937e0c3a0a15161a25194e69f1079716c77d9d6ad6b7dffbb875fbf29db30d3e981d5b79f38bec0064ee6851.jpeg	['Health', 'Business', 'Technology']	"
      <p>Bulletproof Executive Radio was born out of a fifteen-year single-minded crusade to upgrade the human being using every available technology. It distills the knowledge of world-class MDs, biochemists, Olympic nutritionists, meditation experts, and more than $1M spent on personal self-experiments. From private brain EEG facilities hidden in a Canadian forest to remote monasteries in Tibet, from Silicon Valley to the Andes, high tech entrepreneur Dave Asprey used hacking techniques and tried everything himself, obsessively focused on discovering: What are the simplest things you can do to be better at everything? Welcome to being Bulletproof, the State of High Performance where you take control and improve your biochemistry, your body, and your mind so they work in unison, helping you execute at levels far beyond what you’d expect, without burning out, getting sick, or just acting like a stressed-out a-hole. It used to take a lifetime to radically rewire the human body and mind this way. Technology has changed the rules. Follow along as Dave Asprey and guests provide you with everything you need to upgrade your mind, body, and life.</p>
    "	79.7	266	212	8.2	True	2011-08-29 04:00:00	00:59:00	19.7	0	0	119	37	125
140	Revolution Health Radio	['Chris Kresser']	https://chriskresser.com/wp-content/uploads/powerpress/RHR-new-cover.jpg	['Health', 'Alternative Health']	Revolution Health Radio debunks mainstream myths on nutrition and health and delivers cutting-edge, yet practical information on how to prevent and reverse disease naturally.  This show is brought to you by Chris Kresser, health detective and creator of chriskresser.com.  	74.1	27	20	32.4	True	2016-02-11 16:00:20	00:51:52	13.2	0	0	159	159	160
141	UFC Unfiltered with Jim Norton and Matt Serra	['Jim Norton', 'Matt Serra']	https://dfkfj8j276wwv.cloudfront.net/images/7a/d1/70/30/7ad17030-56a6-4781-b3b1-47129b1618a4/5a2961a00914cddb306a74575438df5a08eb303634dbddae89c9bdb6c710076f7cd4d6c380cc4c41dff3ea6e467f5686d772fcc9957cc276623bfa10e8830291.jpeg	['Sports & Recreation', 'Professional']	"
      UFC Unfiltered with Jim Norton and Matt Serra is the must-listen podcast for fight fans. Edgy veteran comedian Jim Norton and former UFC welterweight champion Matt Serra push the boundaries in the UFC's first audio series. “Unfiltered” delivers everything, including pre- and post-fight analysis, industry stories, observations, opinions and interviews with UFC sources, fighters and celebrity fans. 
    "	67.2	198	133	2.1	True	2016-06-21 07:01:00	01:22:51	22.3	0	0	52	39	53
142	10% Happier with Dan Harris	['Dan Harris']	http://www.abcradio.com/ppt/10-happier-podcast.jpg	['Health']	"Dan Harris is a fidgety, skeptical ABC newsman who had a panic attack live on Good Morning America, which led him to something he always thought was ridiculous: meditation.  He wrote the bestselling book, ""10% Happier,"" started an app -- ""10% Happier: Meditation for Fidgety Skeptics"" -- and now, in this podcast, Dan talks with smart people about whether there's anything beyond 10%.  Basically, here's what this podcast is obsessed with: Can you be an ambitious person and still strive for enlightenment (whatever that means)? New episodes every Wednesday morning."	63.7	135	86	5.9	True	2016-03-11 05:00:00	00:54:29	7.0	0	0	74	36	78
143	Oprah’s SuperSoul Conversations	['Oprah Winfrey']	http://static.megaphone.fm/podcasts/d14b05a0-b2a6-11e7-9296-bbfc944381a8/image/OWN_SuperSoul_Podcast_Logo_FINAL.jpg	['Society & Culture', 'Health', 'Religion & Spirituality']	Awaken, discover and connect to the deeper meaning of the world around you with SuperSoul. Hear Oprah’s personal selection of her interviews with thought-leaders, best-selling authors, spiritual luminaries, as well as health and wellness experts. All designed to light you up, guide you through life’s big questions and help bring you one step closer to your best self.	55.9	93	52	3.0	True	2017-08-07 04:00:23	00:35:04	5.1	0	0	99	58	102
144	Conversations with Tyler	['Tyler Cowen']	http://i1.sndcdn.com/avatars-000202916330-h6nns1-original.jpg	['Society & Culture']	Tyler Cowen engages today’s deepest thinkers in wide-ranging explorations of their work, the world, and everything in between. New conversations every other Wednesday. Subscribe wherever you get your podcasts.	37.8	45	17	26.5	True	2015-03-27 00:00:00	01:10:49	4.0	0	0	135	76	140
145	Macro Musings	['David Beckworth']	http://i1.sndcdn.com/avatars-000214765570-civgs0-original.jpg	['Business']	Hosted by David Beckworth of the Mercatus Center, Macro Musings is a podcast which pulls back the curtain on the important macroeconomic issues of the past, present, and future.	71.8	71	51	11.3	True	2016-03-31 17:34:53	00:58:58	10.4	0	0	160	156	163
146	Who Makes Cents?: A History of Capitalism Podcast	['Betsy Beasley', 'David Stein']	http://static.libsyn.com/p/assets/8/5/8/7/8587e76e470c6076/WMC-R3-logo-small.jpg	['Society & Culture', 'History', 'News & Politics', 'News & Politics', 'Education', 'Higher Education']	Who Makes Cents?: A History of Capitalism Podcast is a monthly program devoted to bringing you quality, engaging stories that explain how capitalism has changed over time.  We interview historians and social and cultural critics about capitalism’s past, highlighting the political and economic changes that have created the present. Each episode gives voice to the people who have shaped capitalism – by making the rules or by breaking them, by creating economic structures or by resisting them.	77.3	44	34	33.2	True	2014-05-01 17:37:18	00:43:11	14.3	0	0	165	143	161
147	New Books in Economics	['Marshall Poe']	http://newbooksnetwork.com/wp-content/nbn_logos_itunes/economics1500x1500.png	['Science & Medicine', 'Social Sciences']		77.7	215	167	13.5	True	2010-06-25 17:51:01	00:48:09	15.8	0	0	163	133	157
148	New Books in Science, Technology, and Society	['Marshall Poe']	https://is1-ssl.mzstatic.com/image/thumb/Music/v4/68/8e/e3/688ee3a3-4235-850b-387e-278e628975ce/source/1200x630bb.jpg	['Science & Medicine', 'Social Sciences']		88.3	309	273	6.1	True	2013-01-09 16:51:35	00:56:13	37.5	0	0	154	99	154
149	New Books in Biography	['Marshall Poe']	https://is3-ssl.mzstatic.com/image/thumb/Music/v4/06/c1/54/06c1545c-f129-3846-815e-348dad539f7a/source/1200x630bb.jpg	['Society & Culture', 'History']		81.4	295	240	12.6	True	2008-02-27 00:12:12	00:53:15	116.8	0	0	153	138	156
150	New Books in American Studies	['Marshall Poe']	http://newbooksnetwork.com/wp-content/nbn_logos_itunes/americanstudies1500x1500.png	['Society & Culture', 'History']		77.4	349	270	1.0	True	2017-06-20 22:50:04	00:49:08	103.0	0	0	157	128	158
151	Dr. Gameshow	['Jo Firestone', 'Manolo Moreno']	https://dfkfj8j276wwv.cloudfront.net/images/d2/6a/d8/ff/d26ad8ff-230c-4656-acce-b33ad60f3958/f16994d4c51c5f53b56b41bd6eaf60f28da786a568ec6f572fec5136d56775fed207100869f24b71da4e7f4c74b9250334454c61be2fc0ec5ea958b994d5d498.jpeg	['Other Games']	Jo Firestone and Manolo Moreno play original game shows sent in by listeners with their comedian friends and listener call-ins. Listen as Jo and Manolo struggle through these outrageous games submitted by people all over the world, from New Jersey to Pakistan. This cult favorite radio show is now on Earwolf.	58.0	69	40	3.3	True	2017-10-25 00:00:00	01:02:15	11.9	0	0	107	129	104
152	Homophilia	['Dave Holmes', 'Matt McConkey']	https://dfkfj8j276wwv.cloudfront.net/images/38/ca/04/78/38ca0478-f51f-4e91-a1b6-c8af51970ccf/3c552719ea2849745c875da1b83d0ebf383c5d4136400bf21d230e8f6875a7d77ac76f50045f8b82b5dc2b988117a24f9000f05455ec9a94dbc26aa258c59a4f.jpeg	['Society & Culture']	Hosts Dave Holmes and Matt McConkey grill LGBT celebrities on what they’re loving, and who they’re loving. This queer comedy party celebrates pop culture obsessions and interrogates guests on their personal experiences with dating, sex and love. Looking for the archives? All episodes older than 6 months can be found exclusively on Stitcher Premium, ad-free. Go to stitcher.com/premium and use promo code EARWOLF for 1 month free (and $5 off the annual plan!).	38.2	34	13	6.6	True	2017-11-03 00:00:00	01:06:19	3.7	0	0	89	101	93
153	Throwing Shade	['Erin Gibson', 'Bryan Safi']	https://dfkfj8j276wwv.cloudfront.net/images/1d/47/38/a0/1d4738a0-9d4a-49f1-878b-948786f3dd21/ba6e1311322bc963c547ee3234d129c93e99cf4d78dc6f8920695ec34d793bb633c5c97acfa6ce7085d22a957389245145f33f53e8bca8ceb11f5f963d4a61b3.jpeg	['News & Politics']	"Throwing Shade is the political comedy podcast hosted by Erin Gibson and Bryan Safi who deliver their fresh takes on pop culture, women’s rights, and LGBT rights with hilarity and vulgarity. Spend your Thursdays with the podcast called ""the perfect combination of silly, intelligent, cynical and charming"" by Entertainment Weekly and ""Oprah's #1 pick"" by an iTunes reviewer who is not Oprah.Find the full archive of Throwing Shade plus exclusive bonus episodes only on Stitcher Premium. And make sure to check out Deeper Shade of Shade on Stitcher Premium, where Bryan and Erin interview their favorite friends of the show. For a free month of listening, go to stitcherpremium.com/shade and use promo code ‘SHADE’."	38.6	44	17	2.9	True	2017-10-05 00:00:00	01:21:56	6.2	0	0	77	84	76
154	WOMP It Up!	['Jessica St. Clair', 'Lennon Parham']	https://dfkfj8j276wwv.cloudfront.net/images/59/9b/b1/ac/599bb1ac-8f9f-42c1-b4d9-ec64fd1f54a0/35a1d783126ddeae688240f8e4ebd9bbf17cbba73439142b1a5eba9c4b2392dfac3e5cfe04219e570fb7c65abaad1049e486ec2ca52b34a086f15bb139f9f2e1.jpeg	['Comedy']	"Slather cream cheese all over your Digiorno and get ready to get WOMPED cause everybody's favorite intern, Marissa Wompler (Jessica St. Clair) is throwing on the cans for her brand new school project podcast ""Womp It Up!"". Her teacher/mentor/co-host/former sniper, Charlotte Listler (Lennon Parham), will be there to DJ and divvy out love advice. Plus other special guest stars. Get a front-row seat to the madness of the Marina Del Rey lifestyle! Looking for the archives? All episodes older than 6 months can be found exclusively on Stitcher Premium, ad-free. Go to stitcher.com/premium and use promo code EARWOLF for 1 month free (and $5 off the annual plan!)."	21.4	28	6	7.3	True	2017-11-28 00:00:00	01:00:38	5.3	0	0	109	137	103
155	Off Book: The Improvised Musical	['Jessica McKenna', 'Zach Reino']	https://dfkfj8j276wwv.cloudfront.net/images/02/20/32/14/02203214-2de0-481a-89e2-8c1e8fa93c2e/507cb28a8631035e1a1e7014eb8a0af706f582dc520da95b54f7fa0e8c8380d101368591dd7f89c96d8e69e3d6c4ed5d7e95cd3315bfb65d0cd923f95f4fd7e0.jpeg	['Music']	It takes years for a Broadway musical to hit the stage, but on OFF BOOK: The Improvised Musical, you get a brand new original musical every week! Each episode, Jessica McKenna, Zach Reino and a special guest create a new musical on the spot. Looking for the archives? All episodes older than 6 months can be found exclusively on Stitcher Premium, ad-free. Go to stitcher.com/premium and use promo code EARWOLF for 1 month free (and $5 off the annual plan!).	23.8	42	10	7.5	True	2017-07-25 02:34:01	01:10:35	4.6	0	0	102	140	100
156	Get Up On This	['Jensen Karp', 'Matthew Robinson']	https://dfkfj8j276wwv.cloudfront.net/images/96/94/bb/ae/9694bbae-109b-4b09-9d2f-f97ea24bcd58/a52fff6ce6b836d4a4be1f40108e31dc2d90982a5adcb22c7bfdbdcf632c7dd96d4ba7e504fb1573103b5439bbb1675fa29bb0dce06114cbc51316ebd3515287.jpeg	['Comedy']	Jensen Karp, and co-host Matthew Robinson, sit with a different guest each week to get you up on (or up OFF) new stuff. They'll introduce you to musicians, TV shows, apps and many more things, knowing you just don't have the time to sift through that shit. You can find the previous 162 episodes of Get Up On This on iTunes!Looking for the archives? All episodes older than 6 months can be found exclusively on Stitcher Premium, ad-free. Go to stitcher.com/premium and use promo code EARWOLF for 1 month free (and $5 off the annual plan!)	70.0	30	21	7.2	True	2017-11-07 00:00:00	01:29:06	Full Bias	0	0	120	144	111
157	I Was There Too	['Matt Gourley']	https://dfkfj8j276wwv.cloudfront.net/images/0c/49/65/56/0c496556-dc55-4c46-aeec-a4d252804529/5fe462fd701c78ea7af6c590c12d07cca3dd474cdb91f62b387e3e7f6e302d1d42f21117d3615fefaeaffa531e2d8630341cb2e42516de2aae4ccd8dcf886587.jpeg	['TV & Film']	"If you're like Matt Gourley (Superego, Drunk History, James Bonding), then you know all the classic movie and television scenes so well it's like you were in the room when they happened. Well, you weren't. And neither was he. But the people Matt interviews were! Listen in as they tell the inside stories of how cinema and television history was made from a fly-on-the-wall perspective you've never heard.
Looking for the archives? All episodes older than 6 months can be found exclusively on Stitcher Premium, ad-free. Go to stitcher.com/premium and use promo code EARWOLF for 1 month free (and $5 off the annual plan!)"	56.2	16	9	11.5	True	2017-11-08 00:57:26	00:56:08	28.2	0	0	152	157	147
158	QUEERY with Cameron Esposito	['Cameron Esposito']	https://dfkfj8j276wwv.cloudfront.net/images/85/b4/cd/4b/85b4cd4b-0491-4eff-943a-0715d3f07f0c/2e7ccde36c97c8f34e3f570c2af7694e4a8566f7a29e902edc4b1d498b9aa5accc791e46eefc42f8f706cee1113f3cd5705d0741a161994822def90a91d35a36.jpeg	['Society & Culture']	Sit in on an hour long-conversation between host and standup comic, Cameron Esposito, and some of the brightest luminaries in the LGBTQ+ family. QUEERY explores individual stories of identity, personality and the shifting cultural matrix around gender, sexuality and civil rights.	55.3	38	21	8.1	True	2017-08-05 15:35:59	01:06:10	4.1	0	0	117	136	117
159	The Canon	['Devin Faraci', 'Amy Nicholson']	https://dfkfj8j276wwv.cloudfront.net/images/37/ed/71/12/37ed7112-bec2-4099-96c5-f5da2e0c8dfb/b5f1810968a373afbdeb51ea70708b30febe542d4e876df058d90e4e2cd4d36c670c9559f32d97714f0b060bb2ac3d7e03948b00effc254336a16119bd6a348a.jpeg	['TV & Film']	Film critics Devin Faraci (BIRTH. MOVIES. DEATH.) and Amy Nicholson (MTV News) have a weekly conversation about if a film is worthy to enter the Canon. They will put it up to fan vote at the end of the show, and the legacy of each movie will be officially decided forevermore. [This show is currently on hiatus]. Looking for the archives? All episodes older than 6 months can be found exclusively on Howl.FM, ad-free. Use promo code ‘Earwolf’ for a 30-day free trial.	62.5	32	20	9.8	True	2017-07-03 00:00:00	01:22:31	13.2	0	0	123	112	113
160	James Bonding	['Matt Gourley', 'Matt Mira']	https://dfkfj8j276wwv.cloudfront.net/images/67/12/2e/44/67122e44-6c49-431d-9248-9e1748442d15/e36b59d5baacbe547753640a3d7b6fbd121c0369d915c6bc2392961c239b7de014ba549bc0a0572f7c9267eeffb0df7fe8f3c3c74d2e7395c05f68f4a4197c80.jpeg	['TV & Film']	Matt and Matt. Bond over Bond. Matt Gourley and Matt Mira love James Bond so much they decided to make a podcast about it. Each episode they invite a guest to dive deep into one movie from the greatest film franchise known to man. Looking for the archives? All episodes older than 6 months can be found exclusively on Stitcher Premium, ad-free. Go to stitcher.com/premium and use promo code EARWOLF for 1 month free (and $5 off the annual plan!).	30.0	20	6	9.0	True	2017-11-07 07:53:18	01:37:45	14.9	0	0	139	151	132
161	Kevin Pollak's Chat Show	['Kevin Pollak']	https://dfkfj8j276wwv.cloudfront.net/images/f5/4e/2d/91/f54e2d91-29a7-4b1c-a45d-f7d0e05ab6b3/055cfa62d72411cda59cfa7b6b90b9ab97d63d5fbb2a060b5c817597f02929adef57f40613e002b1a7fc68b2e3cb044782df1c33593045813bd10f2dd7174812.jpeg	['TV & Film']	Kevin Pollak's Chat Show is a podcast and live streaming video talk show seen every Sunday, 3PM PST on YouTube. An award-winning actor, Pollak (The Usual Suspects, Casino, A Few Good Men) was named by Comedy Central as One of the Top 100 Comedians of All Time. Here, he interviews celebrated actors, writers, directors, comedians, and masters of the tech universe. New episodes drop weekly on Tuesdays.Looking for the archives? All episodes older than 6 months can be found exclusively on Stitcher Premium, ad-free. Go to stitcher.com/premium and use promo code EARWOLF for 1 month free (and $5 off the annual plan!)	34.4	32	11	6.8	True	2017-11-07 00:00:00	01:28:49	5.8	0	0	90	95	90
162	With Special Guest Lauren Lapkus	['Lauren Lapkus']	https://dfkfj8j276wwv.cloudfront.net/images/bf/34/07/7c/bf34077c-a676-4c2b-868a-c3ebce0ff608/d05e6f3e4df2da08baf7434ff2af1b7040e206448b77aff58ea401d12c808eb90cffb66d9945515c975ad2919e06793a10d4ad965f7938e7273588e9ff5a4aa7.jpeg	['Comedy']	With Special Guest Lauren Lapkus: where the guest is the host. Take a seat with Lauren as she passes off her hosting duties to a new funny friend every week. Lauren is always the guest, as an original character--or one her host holds secret until they've announced her. You never know who will show up. It's the host's show, Lauren's just along for the ride.Looking for the archives? All episodes older than 6 months can be found exclusively on Stitcher Premium, ad-free. Go to stitcher.com/premium and use promo code EARWOLF for 1 month free (and $5 off the annual plan!)	12.0	25	3	38.8	True	2015-07-03 00:04:51	00:59:51	20.0	0	0	105	126	107
163	Slate Money	['Felix Salmon']	http://static.megaphone.fm/podcasts/3244f352-8289-11e5-b42a-730ed12c5ae6/image/uploads_2F1516105165439-3mqt15g4y3d-2c496fccbc1a29b938303b2bda12467a_2F01_Slate_Redux_Podcast_Cover_Slate-Money.jpg	['Business', 'Business News']	A weekly roundup of the most important stories from the worlds of business and finance, hosted by Felix Salmon. 	95.4	65	62	8.6	True	2014-05-10 06:00:00	00:47:43	261.0	0	0	164	165	164
164	Richard Herring's Leicester Square Theatre Podcast	['Richard Herring']	https://www.comedy.co.uk/images/library/comedies/1400x1400/rhlstp.jpg	['Comedy']	RHLSTP is an award-winning series in which Richard Herring chats with some of the biggest names in comedy. Stephen Fry, Steve Coogan, Russell Brand, Sarah Millican, David Mitchell are amongst the many comedy stars to have been interviewed across the 100+ episodes.	75.8	165	125	11.8	True	2012-05-08 15:12:00	01:15:22	25.4	0	0	95	49	99
