	name	hosts	imgurl	categories	description	percent_unique	num_guests	num_unique	avg_day_diff	active	premier	avg_ep_lengths	cat_bias	hub_leader_score	bt_diff_leader_score	close_rank	bt_rank	degree_rank
149	New Books in Biography	['Marshall Poe']	https://is3-ssl.mzstatic.com/image/thumb/Music/v4/06/c1/54/06c1545c-f129-3846-815e-348dad539f7a/source/1200x630bb.jpg	['Society & Culture', 'History']		81.1	296	240	12.6	True	2008-02-27 00:12:12	00:53:14	117.2	0.0	4.6	154	138	156
150	New Books in American Studies	['Marshall Poe']	http://newbooksnetwork.com/wp-content/nbn_logos_itunes/americanstudies1500x1500.png	['Society & Culture', 'History']		77.2	355	274	1.0	True	2017-06-20 22:50:04	00:49:11	104.7	0.0	0.0	158	128	160
151	Dr. Gameshow	['Jo Firestone', 'Manolo Moreno']	https://dfkfj8j276wwv.cloudfront.net/images/d2/6a/d8/ff/d26ad8ff-230c-4656-acce-b33ad60f3958/f16994d4c51c5f53b56b41bd6eaf60f28da786a568ec6f572fec5136d56775fed207100869f24b71da4e7f4c74b9250334454c61be2fc0ec5ea958b994d5d498.jpeg	['Other Games']	Jo Firestone and Manolo Moreno play original game shows sent in by listeners with their comedian friends and listener call-ins. Listen as Jo and Manolo struggle through these outrageous games submitted by people all over the world, from New Jersey to Pakistan. This cult favorite radio show is now on Earwolf.	59.2	71	42	3.3	True	2017-10-25 00:00:00	01:02:19	12.3	0.0	0.0	107	129	105
152	Homophilia	['Dave Holmes', 'Matt McConkey']	https://dfkfj8j276wwv.cloudfront.net/images/38/ca/04/78/38ca0478-f51f-4e91-a1b6-c8af51970ccf/3c552719ea2849745c875da1b83d0ebf383c5d4136400bf21d230e8f6875a7d77ac76f50045f8b82b5dc2b988117a24f9000f05455ec9a94dbc26aa258c59a4f.jpeg	['Society & Culture']	Hosts Dave Holmes and Matt McConkey grill LGBT celebrities on what they’re loving, and who they’re loving. This queer comedy party celebrates pop culture obsessions and interrogates guests on their personal experiences with dating, sex and love. Looking for the archives? All episodes older than 6 months can be found exclusively on Stitcher Premium, ad-free. Go to stitcher.com/premium and use promo code EARWOLF for 1 month free (and $5 off the annual plan!).	37.1	35	13	6.6	True	2017-11-03 00:00:00	01:06:17	3.6	0.0	0.0	91	101	93
153	Throwing Shade	['Erin Gibson', 'Bryan Safi']	https://dfkfj8j276wwv.cloudfront.net/images/1d/47/38/a0/1d4738a0-9d4a-49f1-878b-948786f3dd21/ba6e1311322bc963c547ee3234d129c93e99cf4d78dc6f8920695ec34d793bb633c5c97acfa6ce7085d22a957389245145f33f53e8bca8ceb11f5f963d4a61b3.jpeg	['News & Politics']	"Throwing Shade is the political comedy podcast hosted by Erin Gibson and Bryan Safi who deliver their fresh takes on pop culture, women’s rights, and LGBT rights with hilarity and vulgarity. Spend your Thursdays with the podcast called ""the perfect combination of silly, intelligent, cynical and charming"" by Entertainment Weekly and ""Oprah's #1 pick"" by an iTunes reviewer who is not Oprah.Find the full archive of Throwing Shade plus exclusive bonus episodes only on Stitcher Premium. And make sure to check out Deeper Shade of Shade on Stitcher Premium, where Bryan and Erin interview their favorite friends of the show. For a free month of listening, go to stitcherpremium.com/shade and use promo code ‘SHADE’."	37.8	45	17	3.0	True	2017-10-05 00:00:00	01:21:46	6.3	0.0	0.0	77	84	77
154	WOMP It Up!	['Jessica St. Clair', 'Lennon Parham']	https://dfkfj8j276wwv.cloudfront.net/images/59/9b/b1/ac/599bb1ac-8f9f-42c1-b4d9-ec64fd1f54a0/35a1d783126ddeae688240f8e4ebd9bbf17cbba73439142b1a5eba9c4b2392dfac3e5cfe04219e570fb7c65abaad1049e486ec2ca52b34a086f15bb139f9f2e1.jpeg	['Comedy']	"Slather cream cheese all over your Digiorno and get ready to get WOMPED cause everybody's favorite intern, Marissa Wompler (Jessica St. Clair) is throwing on the cans for her brand new school project podcast ""Womp It Up!"". Her teacher/mentor/co-host/former sniper, Charlotte Listler (Lennon Parham), will be there to DJ and divvy out love advice. Plus other special guest stars. Get a front-row seat to the madness of the Marina Del Rey lifestyle! Looking for the archives? All episodes older than 6 months can be found exclusively on Stitcher Premium, ad-free. Go to stitcher.com/premium and use promo code EARWOLF for 1 month free (and $5 off the annual plan!)."	21.4	28	6	7.3	True	2017-11-28 00:00:00	01:00:38	5.3	0.0	0.0	109	137	103
155	Off Book: The Improvised Musical	['Jessica McKenna', 'Zach Reino']	https://dfkfj8j276wwv.cloudfront.net/images/02/20/32/14/02203214-2de0-481a-89e2-8c1e8fa93c2e/507cb28a8631035e1a1e7014eb8a0af706f582dc520da95b54f7fa0e8c8380d101368591dd7f89c96d8e69e3d6c4ed5d7e95cd3315bfb65d0cd923f95f4fd7e0.jpeg	['Music']	It takes years for a Broadway musical to hit the stage, but on OFF BOOK: The Improvised Musical, you get a brand new original musical every week! Each episode, Jessica McKenna, Zach Reino and a special guest create a new musical on the spot. Looking for the archives? All episodes older than 6 months can be found exclusively on Stitcher Premium, ad-free. Go to stitcher.com/premium and use promo code EARWOLF for 1 month free (and $5 off the annual plan!).	23.8	42	10	7.5	True	2017-07-25 02:34:01	01:10:35	4.6	0.0	0.0	102	140	100
156	Get Up On This	['Jensen Karp', 'Matthew Robinson']	https://dfkfj8j276wwv.cloudfront.net/images/96/94/bb/ae/9694bbae-109b-4b09-9d2f-f97ea24bcd58/a52fff6ce6b836d4a4be1f40108e31dc2d90982a5adcb22c7bfdbdcf632c7dd96d4ba7e504fb1573103b5439bbb1675fa29bb0dce06114cbc51316ebd3515287.jpeg	['Comedy']	Jensen Karp, and co-host Matthew Robinson, sit with a different guest each week to get you up on (or up OFF) new stuff. They'll introduce you to musicians, TV shows, apps and many more things, knowing you just don't have the time to sift through that shit. You can find the previous 162 episodes of Get Up On This on iTunes!Looking for the archives? All episodes older than 6 months can be found exclusively on Stitcher Premium, ad-free. Go to stitcher.com/premium and use promo code EARWOLF for 1 month free (and $5 off the annual plan!)	70.0	30	21	7.2	True	2017-11-07 00:00:00	01:29:06	Full Bias	0.0	0.0	120	144	111
157	I Was There Too	['Matt Gourley']	https://dfkfj8j276wwv.cloudfront.net/images/0c/49/65/56/0c496556-dc55-4c46-aeec-a4d252804529/5fe462fd701c78ea7af6c590c12d07cca3dd474cdb91f62b387e3e7f6e302d1d42f21117d3615fefaeaffa531e2d8630341cb2e42516de2aae4ccd8dcf886587.jpeg	['TV & Film']	"If you're like Matt Gourley (Superego, Drunk History, James Bonding), then you know all the classic movie and television scenes so well it's like you were in the room when they happened. Well, you weren't. And neither was he. But the people Matt interviews were! Listen in as they tell the inside stories of how cinema and television history was made from a fly-on-the-wall perspective you've never heard.
Looking for the archives? All episodes older than 6 months can be found exclusively on Stitcher Premium, ad-free. Go to stitcher.com/premium and use promo code EARWOLF for 1 month free (and $5 off the annual plan!)"	56.2	16	9	11.5	True	2017-11-08 00:57:26	00:56:08	28.1	0.0	0.0	152	157	147
158	QUEERY with Cameron Esposito	['Cameron Esposito']	https://dfkfj8j276wwv.cloudfront.net/images/85/b4/cd/4b/85b4cd4b-0491-4eff-943a-0715d3f07f0c/2e7ccde36c97c8f34e3f570c2af7694e4a8566f7a29e902edc4b1d498b9aa5accc791e46eefc42f8f706cee1113f3cd5705d0741a161994822def90a91d35a36.jpeg	['Society & Culture']	Sit in on an hour long-conversation between host and standup comic, Cameron Esposito, and some of the brightest luminaries in the LGBTQ+ family. QUEERY explores individual stories of identity, personality and the shifting cultural matrix around gender, sexuality and civil rights.	55.3	38	21	8.1	True	2017-08-05 15:35:59	01:06:10	4.1	0.0	0.0	118	136	122
159	The Canon	['Devin Faraci', 'Amy Nicholson']	https://dfkfj8j276wwv.cloudfront.net/images/37/ed/71/12/37ed7112-bec2-4099-96c5-f5da2e0c8dfb/b5f1810968a373afbdeb51ea70708b30febe542d4e876df058d90e4e2cd4d36c670c9559f32d97714f0b060bb2ac3d7e03948b00effc254336a16119bd6a348a.jpeg	['TV & Film']	Film critics Devin Faraci (BIRTH. MOVIES. DEATH.) and Amy Nicholson (MTV News) have a weekly conversation about if a film is worthy to enter the Canon. They will put it up to fan vote at the end of the show, and the legacy of each movie will be officially decided forevermore. [This show is currently on hiatus]. Looking for the archives? All episodes older than 6 months can be found exclusively on Howl.FM, ad-free. Use promo code ‘Earwolf’ for a 30-day free trial.	62.5	32	20	9.8	True	2017-07-03 00:00:00	01:22:31	13.2	0.0	0.0	123	112	115
160	James Bonding	['Matt Gourley', 'Matt Mira']	https://dfkfj8j276wwv.cloudfront.net/images/67/12/2e/44/67122e44-6c49-431d-9248-9e1748442d15/e36b59d5baacbe547753640a3d7b6fbd121c0369d915c6bc2392961c239b7de014ba549bc0a0572f7c9267eeffb0df7fe8f3c3c74d2e7395c05f68f4a4197c80.jpeg	['TV & Film']	Matt and Matt. Bond over Bond. Matt Gourley and Matt Mira love James Bond so much they decided to make a podcast about it. Each episode they invite a guest to dive deep into one movie from the greatest film franchise known to man. Looking for the archives? All episodes older than 6 months can be found exclusively on Stitcher Premium, ad-free. Go to stitcher.com/premium and use promo code EARWOLF for 1 month free (and $5 off the annual plan!).	30.0	20	6	9.0	True	2017-11-07 07:53:18	01:37:45	14.9	0.0	0.0	139	151	132
161	Kevin Pollak's Chat Show	['Kevin Pollak']	https://dfkfj8j276wwv.cloudfront.net/images/f5/4e/2d/91/f54e2d91-29a7-4b1c-a45d-f7d0e05ab6b3/055cfa62d72411cda59cfa7b6b90b9ab97d63d5fbb2a060b5c817597f02929adef57f40613e002b1a7fc68b2e3cb044782df1c33593045813bd10f2dd7174812.jpeg	['TV & Film']	Kevin Pollak's Chat Show is a podcast and live streaming video talk show seen every Sunday, 3PM PST on YouTube. An award-winning actor, Pollak (The Usual Suspects, Casino, A Few Good Men) was named by Comedy Central as One of the Top 100 Comedians of All Time. Here, he interviews celebrated actors, writers, directors, comedians, and masters of the tech universe. New episodes drop weekly on Tuesdays.Looking for the archives? All episodes older than 6 months can be found exclusively on Stitcher Premium, ad-free. Go to stitcher.com/premium and use promo code EARWOLF for 1 month free (and $5 off the annual plan!)	34.4	32	11	6.8	True	2017-11-07 00:00:00	01:28:49	5.8	0.0	0.0	89	95	91
162	With Special Guest Lauren Lapkus	['Lauren Lapkus']	https://dfkfj8j276wwv.cloudfront.net/images/bf/34/07/7c/bf34077c-a676-4c2b-868a-c3ebce0ff608/d05e6f3e4df2da08baf7434ff2af1b7040e206448b77aff58ea401d12c808eb90cffb66d9945515c975ad2919e06793a10d4ad965f7938e7273588e9ff5a4aa7.jpeg	['Comedy']	With Special Guest Lauren Lapkus: where the guest is the host. Take a seat with Lauren as she passes off her hosting duties to a new funny friend every week. Lauren is always the guest, as an original character--or one her host holds secret until they've announced her. You never know who will show up. It's the host's show, Lauren's just along for the ride.Looking for the archives? All episodes older than 6 months can be found exclusively on Stitcher Premium, ad-free. Go to stitcher.com/premium and use promo code EARWOLF for 1 month free (and $5 off the annual plan!)	12.0	25	3	38.8	True	2015-07-03 00:04:51	00:59:51	20.1	0.0	0.0	105	126	107
163	Slate Money	['Felix Salmon']	http://static.megaphone.fm/podcasts/3244f352-8289-11e5-b42a-730ed12c5ae6/image/uploads_2F1516105165439-3mqt15g4y3d-2c496fccbc1a29b938303b2bda12467a_2F01_Slate_Redux_Podcast_Cover_Slate-Money.jpg	['Business', 'Business News']	A weekly roundup of the most important stories from the worlds of business and finance, hosted by Felix Salmon. 	95.5	66	63	8.5	True	2014-05-10 06:00:00	00:47:45	265.2	0.0	0.0	164	165	165
164	Richard Herring's Leicester Square Theatre Podcast	['Richard Herring']	https://www.comedy.co.uk/images/library/comedies/1400x1400/rhlstp.jpg	['Comedy']	RHLSTP is an award-winning series in which Richard Herring chats with some of the biggest names in comedy. Stephen Fry, Steve Coogan, Russell Brand, Sarah Millican, David Mitchell are amongst the many comedy stars to have been interviewed across the 100+ episodes.	75.2	165	124	11.8	True	2012-05-08 15:12:00	01:15:22	25.4	0.0	0.32	95	49	99
165	TALK NERDY	['Cara Santa Maria']	http://static1.squarespace.com/static/517c6938e4b065cfbf60e0f0/t/53167d4ee4b0e91cea12b59b/1393982800328/1500w/Talk+Nerdy+v3+square+RGB.jpg	['Science & Medicine']	"Cara Santa Maria is a science communicator, television host, producer, and journalist. She is excited to present ""Talk Nerdy,"" a place for conversations with interesting people about interesting topics."	76.6	111	85	7.4	True	2016-03-14 23:35:18	01:11:01	28.0	0.0	0.02	132	130	133
