	Podcast Name	Hosts	feedURL	imageURL	categories	keywords	cleaner	description
92	Shane And Friends	['Shane Dawson', 'Jessie Buttafuoco']	http://feeds.feedburner.com/ShaneAndFriends	http://i1.sndcdn.com/avatars-000278104111-80h0da-original.jpg	['Comedy']	shane,dawson,shane,dawson,lauren,schnipper,podcast,youtube,s,deezy,shananay,paris,hilton,aunt,hilda,comedy,epic	clean_shane_dawson	Join Youtuber Shane Dawson and his sassy co-host Jessie Buttafuoco every other Friday for an hour of non-stop tea spilling, shade throwing, and overall hilarity. Shane & Jess dig deep into the lives of their celebrity guests by asking brutally honest questions that others might not have the balls to ask. Each episode features ridiculous stories from the personal lives of the Shane & Jess, segments like  “Farrah Abraham Time”, and games such as “Scat It”, “Dramatic Readings of Shitty Songs” and “Youtube Guessed it!” So sit back, relax, and stick your headphones in, because this show is not for everybody. Warning: Be careful of where and when you listen to Shane and Friends- You will laugh out loud and people will stare at you.
93	Not Too Deep with Grace Helbig	['Grace Helbig', 'Jack Ferry']	http://feeds.feedburner.com/NotTooDeepWithGraceHelbig	http://jackferry.com/files/NotTooDeepWithGraceHelbigNew.jpg	['Comedy']	Grace,Helbig,YouTube,Comedy	clean_grace_helbig	"You know those podcasts where famous people recount their lives and careers, and then things get emotional? That is NOT this show! Hosted by internet superstar Grace Helbig, ""Not Too Deep"" is a ridiculous, silly, and unapologetically superficial interview podcast, that is more about the laffs than about the feels."
94	Think Again – a Big Think Podcast	['Jason Gots']	http://feeds.feedburner.com/ThinkAgainABigThinkPodcast	http://static.megaphone.fm/podcasts/fe024f40-bedd-11e5-9f03-1b69bc6dac84/image/uploads_2F1483454339284-6701ea5my00ax831-8bbf983a3fcd75bacd63795df2eb1098_2FThinkAgainLogoFinal3000x3000.png	['Arts', 'Society & Culture', 'Science & Medicine']		clean_think_again	"We surprise some of the world's brightest minds with ideas they're not at all prepared to discuss. With host Jason Gots and special guests Neil Gaiman, Alan Alda, Salman Rushdie, Mary-Louise Parker, Richard Dawkins, Margaret Atwood, Sam Harris, Daniel Dennett, Saul Williams, Henry Rollins, Bill Nye, George Takei, Maria Popova, and many more . . .

You've got 10 minutes with Einstein. What do you talk about? Black holes? Time travel?

Why not gambling? The Art of War? Contemporary parenting?

Some of the best conversations happen when we're pushed outside of our comfort zones. So each week on Think Again, we surprise smart people you've probably heard of with hand-picked gems from Big Think's interview archives on every imaginable subject. The conversation could go anywhere.  

SINCE 2008, BIG THINK has captured on video the best ideas of the world’s leading thinkers and doers in every field, renowned experts including neurologist Oliver Sacks, physicist Stephen Hawking, behavioral psychologist Daniel Kahneman,  authors Margaret Atwood and Marylinne Robinson, entrepreneur Sir Richard Branson, painter Chuck Close, and philosopher Daniel Dennett.
"
95	Rationally Speaking	['Julia Galef', 'Massimo Pigliucci']	http://nycskeptics.org/storage/feeds/rs.xml	http://skepticmedia.org/images/rs/itunesimage.jpg	['Science & Medicine', 'Natural Sciences', 'Social Sciences', 'Society & Culture', 'Philosophy']	skeptic, science, philosophy, skeptics, skepticism, rational	clean_rationally_speaking	"Rationally Speaking is the bi-weekly podcast of New York City Skeptics. Join host Julia Galef and guests as they explore the borderlands between reason and nonsense, likely from unlikely, and science from pseudoscience. Any topic is fair game as long as we can bring reason to bear upon it, with both a skeptical eye and a good dose of humor!
We agree with the Marquis de Condorcet, who said that in an open society we ought to devote ourselves to ""the tracking down of prejudices in the hiding places where priests, the schools, the government, and all long-established institutions had gathered and protected them.""Rationally Speaking was co-created with Massimo Pigliucci, is produced by Benny Pollak, and is recorded in the heart of New York City's Greenwich Village."
96	Skepticality: The Official Podcast of Skeptic Magazine	['Derek Colanduno', 'Robynn McCarthy']	http://skepticality.libsyn.com/rss	http://static.libsyn.com/p/assets/3/6/1/1/3611be4136340596/Skepticality-iTunes-1200-Cover.jpg	['Science & Medicine', 'Society & Culture', 'News & Politics']		clean_skepticality	Skeptical discussion, critical thinking, science, and the de-bunking of the supernatural and psuedoscience.
97	Friendly Atheist Podcast	['Hemant Mehta', 'Jessica Bluemke']	http://feeds.soundcloud.com/users/soundcloud:users:126685326/sounds.rss	http://i1.sndcdn.com/avatars-000118968396-6x0y94-original.jpg	['Religion & Spirituality']		clean_friendly_atheist	This is the podcast for FriendlyAtheist.com
98	Snoop Dogg's GGN Podcast	['Snoop Dogg']	http://feeds.soundcloud.com/users/soundcloud:users:213836126/sounds.rss	http://i1.sndcdn.com/avatars-000224515771-mt0v0w-original.jpg	['Society & Culture']		clean_snoop	"Wake and bake cuz! Down to smoke one with your big homie Snoop Dogg? Well, here I is and here’s your shot neffew. Get up close and personal with me – the one and only Snoop Dogg each week on my official GGN podcast.

This podcast right here is hosted by none other than me…yours truly…music legend and pop culture icon… Snoop D-O-double G ya dig?!? This is nuthin but a smoked out session rolled tightly into podcast form that features me choppin’ game with and doin’ full-length interviews with a who’s who from the entertainment world. Listen to some funny ass comedic tales or me bustin’ some off tha cuff freestyles. Man, me and my guests speak on everything related to popular culture. No one does uncensored and uncut quite like ya boy Big Snoop…aka Finding Nemo…aka Nemo Hoes. And now I’m inviting you to blaze one up with us and jump on in.

Subscribe now and then join us for #PuffPuffPassTuesdays to listen to a brand new podcast delivered fresh from the oven, prepared perfectly on the GGN News Desk and delivered directly to your ear drum...You bitch you. LOL!

Oh, a don’t forget…you can listen to my GGN podcasts just about anywhere in your hood… iTunes and Soundcloud to be exact.

We also heavy on that social media Jack!

Make sure to follow us at: 
Facebook.com/DoubleGNews
Instagram.com/DoubleGNews
&
Facebook.com/SnoopDogg
Twitter.com/SnoopDogg
Instagram.com/SnoopDogg
Plus.Google.com/+SnoopDogg

Also catch more GGN content on my official video channel: https://www.youtube.com/user/westfesttv  .. UHEARME????

Chuuuch, Preach, Tabernacle…"
99	Katie Couric	['Katie Couric']	https://rss.art19.com/katie-couric	https://dfkfj8j276wwv.cloudfront.net/images/b3/01/47/be/b30147be-db0b-4014-81b3-54d2bdccb36a/e7ba4c6cb1ac8917a3d0fb1a89750e954d401e28c15a063dea620e29f05ca38766be387d5720ac3cfda6c514044be1197e65400b1d11f15111514b8c0ff7f250.jpeg	['News & Politics']		clean_katie_couric	"
      Journalism's most insightful interviewer. The biggest names in news, politics, and popular culture. Candid, unscripted conversations that go beyond the soundbites to reveal how we got here and what's really going on. Unexpected. Unconventional. Un-buttoned up.
    "
100	Entrepreneurial Thought Leaders	['Tina Seelig']	http://www.kaltura.com/api_v3/getFeed.php?partnerId=2279881&feedId=0_nqpv5nig&ver=2	https://stvp-static-prod.s3.amazonaws.com/uploads/sites/2/2018/01/ETL_Podcast_CoverArt.jpg	['Education', 'Higher Education', 'Business', 'Management & Marketing']	Entrepreneurship,Stanford,STVP,568853	clean_etl	Each week, experienced entrepreneurs and innovators come to Stanford University to candidly share lessons they’ve learned while developing, launching and scaling disruptive ideas. The Entrepreneurial Thought Leaders Series is produced by Stanford eCorner during fall, winter and spring quarters. ETL is supported by the venture capital firm DFJ.
101	The Ezra Klein Show	['Ezra Klein']	http://feeds.feedburner.com/TheEzraKleinShow	https://dfkfj8j276wwv.cloudfront.net/images/f3/6e/09/4f/f36e094f-bfab-4452-ab97-de1049734705/3f4ccf0cd20631174d55cb7bf19b06c3db86f730456b137607cbebe688454e1337bf0f65739c052905c6af0fa96c435d1ca870e86dc6cdb1479ed1bfc9c2a755.jpeg	['News & Politics']		clean_ezra_klein	"
      Ezra Klein gives you a chance to get inside the heads of the newsmakers and power players in politics and media. These are extended conversations with policymakers, writers, technologists, and business leaders about what they believe in and why. Look elsewhere for posturing confrontation and quick reactions to the day's news. Subscribe for the anti-soundbite.
    "
102	The Talk Show With John Gruber	['John Gruber']	https://daringfireball.net/thetalkshow/rss	https://daringfireball.net/thetalkshow/graphics/df-the-talk-show-album-art.png	['Technology', 'Tech News']		clean_john_gruber	The director’s commentary track for Daring Fireball.
103	Here We Are	['Shane Mauss']	http://feeds.feedburner.com/herewearepodcast?format=xml	https://dfkfj8j276wwv.cloudfront.net/images/5d/50/8e/ea/5d508eea-3ba3-478a-bf24-84a01f47f7af/2fdc54332a57826b74074e268ebca1e2261ab3b41180d5f2aa9c389c069cfc4fa309a807eeb4af1bbd46096d78666d5a73ebe2fc94fd567fe63e8e15b8245ac1.jpeg	['Comedy', 'Science & Medicine']	science,Comedy,here we are,shane mauss	clean_shane_mauss	Join comedian Shane Mauss as he interviews science experts across the country in a journey to find out what makes us who we are.
104	Double Date Podcast	['Shane Mauss', 'April Macie']	http://feeds.soundcloud.com/users/soundcloud:users:35132083/sounds.rss	http://i1.sndcdn.com/avatars-000282348275-itfvgl-original.jpg	['Comedy']		clean_double_date	"

Shane Mauss, a self-described “gangle-puss” (adj. a gangly snuggle-puss) with a penchant for animal mating behavior and science facts and April Macie, a self-denied “angry feminist” (Betty Freidan in a bikini) met on a bus… SHANE: “You can’t just say we met on a bus!” APRIL: “It was a bus!!” SHANE: “People are going to think we met on a Greyhound.” APRIL: “Okay! We met on a DAMN tour bus!” Anyway, after dating for a little over a year, these two professional touring comedians and lovers are running out of things to say to one another and are in the market for new couple friends to squelch their boredom. DOUBLE DATE is a weekly 30-50 minute podcast/ application for couple friends that will cover topics like: Sex, relationships, religion, politics, evolutionary psychology (mostly Shane), and women’s rights (mostly April). Listen weekly as these two talk with another couple in an attempt to push social boundaries and slowly dismantle their own relationship in a desperate bid for attention. "
105	It's All Happening	['Zach Leary']	http://itsallhappeningshow.libsyn.com/rss	http://static.libsyn.com/p/assets/0/5/3/7/0537b8a8c7c30f3e/iTunes.jpeg	['Society & Culture', 'News & Politics', 'Comedy']	art,consciousness,culture,music,news,politics	clean_zach_leary	"“It’s All Happening” is a podcast. It’s the brain child of Zach Leary , a reasonably intelligent, strange, wise and funny guy who lives in Los Angeles. Throughout his life, Zach has found himself talking to some of the most amazing people in our culture - so one day he thought.. why not make that into a show? Every week or so  he will bring you conversations with the finest residents of the multi-verse. We will hear their take on consciousness, politics, yoga, technology, music, comedy and whatever else seems arrises during the piece creative chaotic beauty that is "" It's All Happening."""
106	The Astral Hustle with Cory Allen	['Cory Allen']	http://coryallen.libsyn.com/rss	http://static.libsyn.com/p/assets/6/2/e/9/62e9d1eb1212a170/new_TAH_cover_face_no_eye.jpg	['Science & Medicine', 'Natural Sciences', 'Society & Culture', 'Philosophy', 'Health', 'Self-Help']	consciousness,creativity,meditation,mindfulness,music,spirituality	clean_cory_allen	Join author, music producer, and meditation teacher Cory Allen as he discusses the human experience with leading experts in neuroscience, mindfulness, and philosophy.
107	Mindrolling with Raghu Markus	['Raghu Markus']	https://rss.art19.com/mindrolling-with-raghu-markus	https://dfkfj8j276wwv.cloudfront.net/images/8e/91/7f/7b/8e917f7b-2a79-4105-8d0d-a8e46dbb259f/9ff1e7a54ed8150c605a29f26dd7c907f7abbaaf4074105f91b7b695a19b6598aa9651e0ef91ba0b963d3007a969d99fb6c2417b63258112310ba0946340a2ab.jpeg	['Religion & Spirituality', 'Society & Culture', 'News & Politics']	spirituality,Religion,psychedelics,mindrollingpodcast,mindrolling,mindpodnetwork,mindpod,meditation,consciousness	clean_raghu_markus	"
      Escapades in Mind-Expansion and Cultural Misadventures. Mindrolling Podcast is about coming unstuck and the recent history of awoken awareness. It’s about the intersection of culture, consciousness and realization with Raghu Markus.
    "
108	Chris Grosso The Indie Spiritualist	['Chris Grosso']	https://rss.art19.com/chris-grosso-the-indie-spiritualist	https://dfkfj8j276wwv.cloudfront.net/images/33/b3/cb/3b/33b3cb3b-fc89-4fc7-b9df-e17536ee52fa/8d61fb53d11b098552c355a2ae37a38c8a4ef64901e1f0ec386c3ee17ff2848f317925e5a82776823b0dda6201ffdcbc6ecdd420f40c9ddfccdb970ccd5d52df.jpeg	['Religion & Spirituality', 'Society & Culture']	theindiespiritualist,recovery,indiespiritualist,compassion,chrisgrosso,buddhist,author,addiction	clean_chris_grosso	"
      Indie Spiritualist host Chris Grosso is a public speaker, writer, recovering addict, spiritual director, and author. Through commentary, interviews and ragged truth-telling, the Indie Spiritualist podcast offers raw and real experiences and insights from an eclectic mix of artists, musicians, yogis, skateboarders, actors, spiritual teachers and more. A come as you are invitation to spiritual exploration.

    "
109	London Real	['Brian Rose']	http://shoutengine.com/LondonReal.xml	http://media.cdn.shoutengine.com/cache/d9/6d/d96d8d2d008b56645438144a5a03e5a5.jpg	['Health', 'Self-Help']	fitness,london real,mma,ufc,success,health,drugs,tai lopez,business,london,talk show,bryan callen,dave asprey,joey diaz,self development,money,joe rogan,silicon real,self help,brian rose,talkshow,eric thomas,wealth,tim ferriss	clean_london_real	London Real is the video talk show that introduces you to the most fascinating people on the planet.Each week we interview someone at the top of their game and give you the inside look at how they achieved their success, and how you can take your health, wealth, and relationships to the next level.In over 500 episodes we've spoken to hollywood actors, members of parliament, and CEOs of billion dollar companies to learn the ingredients of greatness that you can apply to your life.Join our community of over 500,000 people and become the best you.
110	Onnit Podcast	['Aubrey Marcus']	https://rss.art19.com/onnit	https://dfkfj8j276wwv.cloudfront.net/images/ce/e2/6b/53/cee26b53-acbe-4ed5-9070-7e8f91fcac5c/4a1d26b7a387f99d32025def1cc4725e7421fa3a39cca92bf8fc9d6def93b2196831f449fd2c42cae9694bfb84464d978062f2f4b1685690abce54b73ce8f771.jpeg	['Sports & Recreation', 'Health']	hemp,UFC,supplements,organic,onnit,natural,mma,kettlebell,joerogan,Health,GMO,Fitness,crossfit,bjj	clean_onnit	"
      Achieve peak performance in everyday life. Learn mindset, diet, supplement and fitness regimens from the brightest minds and strongest athletes in the world.
    "
111	Brody Stevens Festival Of Sports	['Brody Stevens']	http://festivalofsports.libsyn.com/rss	http://static.libsyn.com/p/assets/5/a/a/2/5aa270810d300fbd/FOS4_1.jpg	['Comedy', 'Sports & Recreation', 'Health', 'Fitness & Nutrition']		clean_festival_of_sports	Brody Stevens is here to talk sports, apple cider vinegar, positive push, being from the valley, and comedy. Yes! Enjoy it!
112	The Steven Brody Stevens Festival Of Friendship	['Brody Stevens']	http://feeds.feedburner.com/StevenBrodyFOF	https://dfkfj8j276wwv.cloudfront.net/images/dc/d8/1e/da/dcd81eda-2143-4340-906d-c8d2d6543f82/71361a094d2a83277b6cce0ba8fd7d02855c73ef17e8a060c5f8e3644c6729ee258b31eafa179953be9189e7c9ad6b65a34ac55c4afc7452611ff43fd5fc5edf.jpeg	['Comedy']	comedy	clean_brody_stevens	Brody Stevens is a whirlwind of comedic talent. Join Brody as he assesses his life and moves forward to a future of POSITIVE ENERGY! Yes!
113	Wait Wait... Don't Tell Me!	['Peter Sagal']	https://www.npr.org/rss/podcast.php?id=344098539	https://media.npr.org/images/podcasts/primary/icon_344098539-f089cf02094b52708d0979b026a157aa5a1e3ac1.jpg?s=1400	['Comedy', 'Games & Hobbies', 'Other Games']		clean_wwdtm	NPR's weekly current events quiz. Have a laugh and test your news knowledge while figuring out what's real and what we've made up.
114	Superego	['Matt Gourley', 'Jeremy Carter', 'Mark McConville', 'Paul F. Tompkins']	http://www.gosuperego.com/podcast.xml	http://www.gosuperego.com/superego-season-4-logo-1400.jpg	['Comedy', 'Arts', 'Performing Arts', 'Health', 'Self-Help', 'Science & Medicine', 'Social Sciences', 'Alternative Health', 'Medicine']	superego, matt gourley, jeremy carter, mark mcconville, paul f. tompkins, Patton Oswalt, Neko Case, John Hodgman, Jason Sudeikis, Greg Proops, Erinn Hayes, Andy Daly, Kristen Schaal, jen kirkman, Thomas Lennon, gosuperego.com	clean_superego	"SUPEREGO: Profiles In Self-Obsession. Improvised, analyzed, and brought to you by Drs. Matt Gourley, Jeremy Carter, Mark McConville, and Paul F. Tompkins. 

Guest appearances by Patton Oswalt, Neko Case, John Hodgman, Jason Sudeikis, Greg Proops, Erinn Hayes, Andy Daly, Kristen Schaal, Thomas Lennon, and many more. SUPEREGO: SEASONS 1, 2, 3, MP3s, LIVE AND BONUS EPISODES available at HOWL.fm. Enter promo code : SUPEREGO for one month free."
115	Savage Lovecast	['Dan Savage']	http://savagelove.libsyn.com/rss	http://static.libsyn.com/p/assets/f/9/3/a/f93ab6a788f27e7a/SavageLovecast_1400-compressor.jpg	['Health', 'Sexuality', 'Comedy', 'News & Politics']		clean_dan_savage	Dan Savage, America's only advice columnist, answers your sex questions and yaps about politics. To record a question for Dan to be answered in a later podcast, call 206-302-2064. For a much longer version of the show, with no ads, visit savagelovecast.com and get yourself a season subscription.
116	Tom Rhodes Radio Smart Camp	['Tom Rhodes']	http://trr.libsyn.com/rss	http://static.libsyn.com/p/assets/5/b/8/0/5b8002129cb70b89/Lybsyn-1400x1400.jpg	['Comedy', 'Society & Culture', 'Health']	all,central,comedian,comedy,educational,funny,international,knowledge,laughspin,learn,people,personal,podcast,reflection,rhodes,smart,smartcamp,standup,stanhope,things,tom,travel,wisdom,world	clean_tom_rhodes	"Tom Rhodes Radio Smart Camp is a festival of ideas, knowledge, stories, books & adventures. 

I have been a comedian for more than 30 years. I travel the world doing comedy. I almost drowned in Thailand, got maced in Paris and had my own Late Night Talkshow in the Netherlands. Whenever I can I will share my adventures with you on this Tom Rhodes Radio Smart Camp podcast.
"
117	The Full Charge Power Hour featuring Matt Fulchiron	['Matt Fulchiron', 'Craig Coleman', 'Radio Rando', 'Eric Alan Wendell']	http://thefullcharge.com/?feed=podcast	http://thefullcharge.com/wp-content/uploads/2014/02/securedownload-1.jpg	['Comedy', 'Performing Arts', 'News & Politics', 'Society & Culture', 'Philosophy']		clean_full_charge	The Full Charge Power Hour featuring Matt Fulchiron, Craig Coleman, Radio Rando, and Eric Alan Wendell.
118	The 31 with Brandt Tobler	['Brandt Tobler']	http://feeds.soundcloud.com/users/soundcloud:users:80994216/sounds.rss	http://i1.sndcdn.com/avatars-000162018336-le8m86-original.jpg	['Comedy']		clean_brandt_tobler	Comedian Brandt Tobler spent countless hours crafting 31 of the most unconventional questions designed to go where no credible journalist would ever dare. Listen each week as he probes your favorite celebrities, comedians, rock stars, athletes, and other fascinating citizens of the world for the answers you never knew you wanted to hear. The questions are pretty good...... But the answers are always amazing!
119	Good Times: With Steve Simeone	['Steve Simeone']	http://goodtimeswithstevesimeone.libsyn.com/rss	http://static.libsyn.com/p/assets/0/c/e/1/0ce13024e96c9cb3/ATC_goodtimes_cover1.jpg	['Comedy']	comedy,friends,help,self,simeone,steve	clean_steve_simeone	"Comedian Steve Simeone hangs out with his buddies reliving childhood memories, High School mishaps, and the simple ""Good Times"" that make life worth living. It's Self Help through nostalgia."
120	Twisting The Wind with Johnny Pemberton	['Johnny Pemberton']	http://feeds.feedburner.com/TwistingTheWindWithJohnnyPemberton?format=xml	https://assets.pippa.io/shows/59ee7e546a56eba371b694b7/show-cover.jpeg	['Comedy']	feral audio,comedy	clean_johnny_pemberton	Twisting the Wind is an aural experiment in electronic communication featuring live talking interviews with eccentric and experts as well as phone calls with strangers from all points in the spectrum.
121	LIVE TO TAPE with Johnny Pemberton	['Johnny Pemberton']	http://rss.art19.com/live-to-tape-with-johnny-pemberton-fb	https://dfkfj8j276wwv.cloudfront.net/images/da/9c/9f/74/da9c9f74-1cc2-4a0a-8496-dd9f50b2079e/6e502f1b994b067ce60e87e644f6c49b6ec9782ad9f0bfd8dcb712a8a674cc2538547ec5c936660e6f30384e7e2c6cf84541c7c21a8ab9aa7a892f4e4fd76fea.jpeg	['Comedy', 'Arts']	starburns,starburns audio,podcasts,podcast,johnny pemberton	clean_live_to_tape	Johnny Pemberton talks to people. It’s funny, weird, inspiring, and sounds cool.
122	Mohr Stories with Jay Mohr	['Jay Mohr']	http://origin.podcastone.com/podcast?categoryID2=331	http://www.PodcastOne.com/images/logos/mohrstories_1400_4_10.jpg	['Comedy', 'TV & Film', 'Sports & Recreation']	Mohr Stories with Jay Mohr, Jay Mohr	clean_jay_mohr	Mohr Stories is hosted by actor, comedian and sports enthusiast, Jay Mohr. Each week, laugh, be surprised and think deep, as Jay talks to an entertainer, athlete, musician, author or game-changer about showbiz, comedy and life beyond your typical interview conversation. Guests have included Anthony Bourdain, Perez Hilton, Lou Diamond Phillips, Sugar Ray Leonard, Jay Leno, Reggie Watts and more. Frequent visitors include John DiMaggio, Brad Williams, Jim Jeffries, Adam Carolla, and of course, the occasional Christopher Walken impersonation.
